! recostruction matrix elements for HMS, tune HMS-100
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
! as of 02/20/97, no z offset included: this statement is obsolete
! created: 06/28/98
! zeroth order matrix elements from fitting:
! <theta|> -4.7276368293E-03 rad
! <y|> -1.1606458055E-04 m
! <phi|>  4.8280702357E-05 rad 
! <p|> -3.8725980576E-03 %
! <theta y phi delta | nmpq>;(x**n xp**m y**p yp**q)
!   For xptar include xtar correction from SIMC COSY file
!   fitted new xptar using the xtar correction with xtar mztrix fixed
!   fitted new ytar and yptar for extended target
!   May 15th , 2009 , 3rd iteration of xptar fit
 ---------------------------------------------------------------------
  0.000000000e+00  0.000000000e+00  0.000000000e+00  0.000000000e+00  00000
  3.425931820e-01  2.011362590e-02 -8.561999610e-03  2.560211410e-01  10000
 -3.012853800e+00 -1.514600160e-01  5.197705600e-02  1.301929760e-01  01000
 -2.025428550e-02 -4.281500690e-01  2.617416480e-01  2.785652650e-03  00100
  1.926096680e-01 -4.800937130e-01 -2.139353530e+00  4.078742980e-02  00010
 -4.307119050e-01 -6.287639900e-02  1.296024390e-02 -3.181667290e-01  20000
  3.521468230e+00  5.280719500e-01 -1.258274400e-01  3.075526840e+00  11000
  1.923537200e-01  1.455676100e+00 -3.369002830e-01 -2.973522230e-02  10100
 -2.026379030e+00 -2.164903060e+01  5.021169640e+00 -2.491218890e-01  10010
  2.655709910e+00 -1.195624950e+00  3.494539340e-01  2.147761900e+00  02000
 -4.843325680e-01  1.101147800e+00 -3.366396370e-01 -2.661245300e-01  01100
  5.504199220e+00 -9.185763280e+00  4.727237880e+00  4.277086960e+00  01010
 -3.151709140e-02  1.113727090e-01 -1.432472580e-01 -4.389532280e-02  00200
 -3.286989730e-03 -6.835806090e-01  1.126904370e+00  4.756058910e-01  00110
 -5.812778280e+00  7.573870600e+00 -2.441546240e+00 -3.534789480e+00  00020
  1.979215870e+00  6.963727470e-03  8.303814350e-02  9.368343190e-01  30000
 -3.419719160e+01  2.831555790e-01 -1.728469960e+00 -1.354058990e+01  21000
  1.915915990e+00 -3.439225520e+00  6.334501580e-01 -3.125421940e-02  20100
 -6.459782590e+00  5.743891470e+01 -1.475941500e+01 -2.744881750e+00  20010
  1.988996340e+02 -9.607202060e+00  1.479897220e+01  5.187976420e+01  12000
 -2.096448380e+01  4.008073490e+01 -9.164580610e+00  2.840084120e-01  11100
  8.697545990e+01 -6.431375100e+02  2.084366370e+02  1.068198360e+01  11010
  3.037183710e+00  3.636430210e-01  5.360972340e-01  9.543156110e-01  10200
 -3.730272190e+01 -2.166209990e+01 -1.375968310e+00  4.346871810e-01  10110
  2.152798300e+02  5.163097770e+01 -6.487213570e+00  3.190775750e+01  10020
 -4.518345700e+02  4.377582070e+01 -4.759030410e+01 -2.049898500e+01  03000
  5.968337350e+01 -8.725493930e+01  1.963458430e+01  3.955643310e+00  02100
 -2.759273820e+02  1.627513050e+03 -6.560260650e+02 -4.677626500e+01  02010
 -1.822263270e+01 -1.448835960e+01  1.355879810e+00 -7.068838170e+00  01200
  1.850829900e+02  2.419328030e+02 -5.268622980e+01  2.569241210e+01  01110
 -1.612202670e+03  1.379530740e+02 -2.901199540e+01 -4.678981020e+02  01020
  1.389164170e+00  3.707318120e+00 -2.873261900e-01 -3.582056670e-01  00300
 -2.065127910e+01  6.586195700e+01 -4.806010510e+01 -3.155935200e+00  00210
  5.861799660e+01 -1.092744130e+03  8.002372240e+02  3.417903700e+01  00120
  1.128144910e+02  6.864090910e+03 -4.718423520e+03 -7.150853620e+01  00030
 -5.055708750e+00  2.049047510e+00 -1.266434860e+00 -2.302787750e+00  40000
  8.289988920e+01 -5.640212070e+01  3.502988170e+01  5.802483090e+01  31000
 -2.916143690e+01  3.825762500e+00  7.422679050e-01 -1.462128380e+00  30100
  2.274140180e+02 -7.858105330e+01  1.349593950e+01  2.040635470e+01  30010
 -3.555580510e+02  5.794359160e+02 -3.666474460e+02 -4.915623740e+02  22000
  5.019966910e+02 -5.775857990e+01 -1.173762000e+01  4.729575350e+01  21100
 -3.406087750e+03  1.130492090e+03 -2.563899520e+02 -5.218706460e+02  21010
 -1.575721940e+01 -7.932210660e+00 -4.782882410e-01 -1.004725120e+00  20200
  1.473646200e+02  2.188795020e+02 -7.422911400e+00 -2.610906590e+01  20110
 -1.901705000e+02 -1.330613890e+03  2.326045200e+02  4.063693210e+02  20020
 -6.202548000e+01 -2.673235970e+03  1.762285360e+03  1.718297210e+03  13000
 -2.905928880e+03 -2.998340060e+01  9.454889580e+01 -4.323729560e+02  12100
  1.737899880e+04 -8.522770430e+02  9.673499360e+02  4.021856080e+03  12010
  1.197103000e+02  1.319196570e+02 -1.809119850e+01  1.674346240e+01  11200
 -7.617130220e+02 -2.720154810e+03  3.466216910e+02  3.436605950e+02  11110
 -8.444880770e+02  1.045505020e+04 -4.186022130e+03 -4.586964910e+03  11020
 -2.115161940e+01 -1.454602310e+01  1.001182430e+01  4.981554570e+00  10300
  4.008408060e+02  2.849785010e+02 -1.623232350e+02 -3.651019300e+01  10210
 -3.040928820e+03  3.127352860e+03  4.782664660e+01  6.026462970e+01  10120
  7.711082160e+03 -6.292946210e+03 -1.992634450e+03  5.360662950e+02  10030
  1.876722680e+03  4.857746390e+03 -3.407528920e+03 -1.950104030e+03  04000
  5.241817810e+03  9.456855330e+02 -1.041427920e+02  1.323399480e+03  03100
 -2.704415920e+04 -1.123914100e+04 -2.262008570e+03 -1.108165940e+04  03010
  1.354863570e+01 -2.176243250e+02  4.979897750e+01 -6.727315870e+01  02200
 -2.667101410e+03  2.057060850e+03  2.325246290e+02 -9.740522210e+02  02110
  1.140278590e+04  1.103740210e+04  5.476393550e+03  9.358462860e+03  02020
  3.767280790e+01 -2.146171730e+02  5.459736620e+01 -3.743671810e+01  01300
 -1.335757820e+03  2.524222840e+03 -6.579008750e+02  2.924368400e+02  01210
  1.229988120e+04 -3.245862450e+04  7.508893850e+03 -6.972059710e+02  01120
 -2.194688970e+04  1.293401370e+05 -3.288026690e+04 -2.336483640e+03  01030
 -9.307447260e+00  6.767210480e+00  5.360850730e+00  3.835263170e+00  00400
  9.354890700e+01  2.543398200e+02 -2.637028850e+02 -8.493919980e+01  00310
  2.398181340e+02 -4.306833610e+03  3.697884610e+03  7.269750130e+02  00220
